ID,Counts,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month,credit
ID-1745,2,M,N,Y,0,76500,Working,Higher education,Married,House / apartment,-19862,-2295,1,1,0,Laborers,2,-26,2
ID-1712,9,F,Y,Y,0,112500,Working,Secondary / secondary special,Civil marriage,House / apartment,-13686,-1256,0,0,0,Cooking staff,2,0,1
ID-1746,4,M,Y,Y,0,225000,State servant,Higher education,Married,House / apartment,-11898,-2446,0,0,0,State_servant_etc,2,-30,1
ID-1747,1,F,Y,Y,1,112500,Working,Secondary / secondary special,Civil marriage,House / apartment,-16031,-1237,0,0,0,Sales staff,3,-6,2
ID-1748,7,F,N,Y,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-19654,-1751,0,1,0,Commercial_associate_etc,2,-60,2
ID-541,10,F,N,Y,1,126000,Working,Secondary / secondary special,Married,House / apartment,-11461,-1204,1,1,0,Cleaning staff,3,-18,2
ID-1749,3,M,N,Y,2,225000,Working,Secondary / secondary special,Married,House / apartment,-17624,-686,1,1,0,Drivers,4,-32,2
ID-597,3,F,N,Y,0,126000,Pensioner,Secondary / secondary special,Married,House / apartment,-20681,0,0,0,0,Retirement,2,-37,2
ID-1750,2,F,N,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,-13779,-1878,0,0,0,Sales staff,2,-12,2
ID-1751,4,F,N,Y,1,360000,Commercial associate,Secondary / secondary special,Married,House / apartment,-17106,-2849,0,0,0,Managers,3,-48,2
ID-1752,4,F,Y,Y,2,157500,Working,Higher education,Married,House / apartment,-11814,-1535,0,0,0,Core staff,4,-2,1
ID-1753,3,F,Y,Y,1,144000,Working,Higher education,Separated,House / apartment,-13657,-4097,0,0,0,Core staff,2,-57,2
ID-376,5,M,Y,N,2,378000,Commercial associate,Higher education,Married,House / apartment,-10722,-1245,0,0,1,Security staff,4,-18,2
ID-1754,3,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-22699,-2781,1,1,0,Medicine staff,2,-50,1
ID-1755,1,F,N,Y,1,135000,Working,Secondary / secondary special,Separated,House / apartment,-11629,-1102,0,0,0,Working_etc,2,-13,2
ID-1756,4,M,Y,N,0,292500,Working,Secondary / secondary special,Single / not married,House / apartment,-13999,-1526,0,1,0,Drivers,1,-10,2
ID-1757,9,M,Y,Y,2,225000,Working,Secondary / secondary special,Married,House / apartment,-10796,-2531,1,0,0,Laborers,4,-14,2
ID-1758,2,F,N,Y,0,81000,Working,Secondary / secondary special,Married,House / apartment,-19040,-1070,1,1,0,Sales staff,2,-7,2
ID-1759,2,F,Y,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,-11160,-435,0,0,0,Sales staff,3,-6,1
ID-1494,7,M,Y,Y,0,225000,Pensioner,Higher education,Separated,House / apartment,-20689,0,0,0,0,Retirement,1,-8,0
ID-1760,2,M,Y,Y,0,270000,Working,Secondary / secondary special,Married,House / apartment,-14315,-4142,0,0,0,Laborers,2,-58,1
ID-1761,1,F,N,N,0,315000,Commercial associate,Higher education,Civil marriage,House / apartment,-10450,-248,0,0,0,Commercial_associate_etc,2,-10,2
ID-1762,7,F,N,Y,0,157500,State servant,Higher education,Married,House / apartment,-20163,-223,1,1,0,Core staff,2,-51,2
ID-55,6,F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-13856,-3010,0,0,0,Laborers,2,-29,2
ID-1763,6,M,N,Y,0,382500,Pensioner,Secondary / secondary special,Widow,House / apartment,-21673,0,0,0,0,Retirement,1,-8,2
ID-1764,5,F,N,Y,0,180000,State servant,Secondary / secondary special,Married,House / apartment,-16555,-2045,0,0,0,Laborers,2,-50,2
ID-132,8,F,N,N,0,225000,Commercial associate,Higher education,Married,House / apartment,-10559,-429,1,1,0,Drivers,2,-12,1
ID-1765,6,M,Y,Y,0,495000,Working,Secondary / secondary special,Single / not married,Rented apartment,-14358,-5373,0,0,0,Cooking staff,1,-29,2
ID-1766,4,F,N,N,0,121500,Working,Higher education,Married,House / apartment,-9783,-1688,0,0,0,Core staff,2,-17,1
ID-839,14,M,N,Y,0,270000,Working,Secondary / secondary special,Married,House / apartment,-16896,-248,0,0,0,Laborers,2,-3,1
ID-1767,3,M,Y,Y,2,139500,Working,Secondary / secondary special,Married,House / apartment,-11736,-1171,0,0,0,Working_etc,4,-15,2
ID-400,7,F,N,Y,0,270000,Pensioner,Higher education,Married,House / apartment,-22340,0,0,0,0,Retirement,2,-47,1
ID-1768,5,F,Y,Y,0,157500,Pensioner,Higher education,Married,House / apartment,-23447,0,0,0,0,Retirement,2,-10,2
ID-754,9,F,Y,N,1,90000,State servant,Secondary / secondary special,Married,Municipal apartment,-13891,-7080,1,1,0,Medicine staff,3,-38,2
ID-1676,5,M,Y,Y,2,180000,State servant,Secondary / secondary special,Married,House / apartment,-12258,-5450,0,0,0,Drivers,4,-34,2
ID-1769,7,F,N,Y,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-15839,-1381,0,1,0,High skill tech staff,1,-35,1
ID-1770,10,M,N,Y,0,90000,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-1525,1,1,0,Low-skill Laborers,2,-16,2
ID-1771,4,F,N,N,0,139500,Pensioner,Secondary / secondary special,Married,House / apartment,-20863,0,0,0,0,Retirement,2,-13,1
ID-1772,11,F,N,Y,0,153000,Pensioner,Secondary / secondary special,Separated,House / apartment,-21778,0,0,1,0,Retirement,1,-58,2
ID-16,6,M,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-19408,-4553,0,1,0,Laborers,2,-35,2
ID-645,6,F,N,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,-15036,-3339,0,0,0,Working_etc,1,-4,1
ID-1773,5,F,Y,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,-11405,-1934,1,0,0,Working_etc,2,-6,2
ID-1774,2,M,N,N,0,279000,Commercial associate,Secondary / secondary special,Married,House / apartment,-20027,-2315,1,0,0,Commercial_associate_etc,2,-47,0
ID-30,5,M,Y,N,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-13188,-227,0,0,0,Managers,2,-43,2
ID-1775,2,F,Y,Y,0,202500,State servant,Higher education,Single / not married,House / apartment,-14126,-2674,0,0,1,Core staff,1,-51,2
ID-1776,7,F,N,N,0,270000,State servant,Higher education,Married,House / apartment,-11451,-2206,0,1,0,Accountants,2,-12,0
ID-1777,5,F,N,Y,0,126000,Pensioner,Higher education,Married,House / apartment,-21892,0,0,0,0,Retirement,2,-41,2
ID-1778,9,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-21008,0,0,0,0,Retirement,2,-16,2
ID-1779,1,M,Y,N,2,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-11425,-4625,1,0,0,Laborers,4,-57,2
ID-1780,6,F,N,N,0,180000,Working,Incomplete higher,Married,House / apartment,-19558,-1904,0,0,0,Laborers,2,-11,2
ID-776,4,F,N,Y,2,225000,Working,Secondary / secondary special,Civil marriage,House / apartment,-11268,-1741,0,0,1,Sales staff,4,-47,2
ID-14,3,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22922,0,0,1,0,Retirement,1,-22,2
ID-1781,5,M,Y,Y,1,198000,Working,Secondary / secondary special,Married,House / apartment,-15427,-3307,1,1,0,Drivers,3,-29,2
ID-1782,6,F,Y,Y,1,630000,Working,Secondary / secondary special,Married,House / apartment,-17755,-401,0,0,0,Working_etc,3,-55,2
ID-1403,7,F,N,N,2,144000,Working,Secondary / secondary special,Married,House / apartment,-12277,-982,1,1,0,High skill tech staff,4,-39,0
ID-1783,2,M,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,-22009,-11083,0,0,0,Laborers,2,-17,2
ID-1784,4,F,N,Y,1,112500,Working,Higher education,Married,House / apartment,-8963,-1486,0,1,0,Core staff,3,-21,2
ID-1185,5,F,Y,Y,0,144000,Commercial associate,Secondary / secondary special,Married,House / apartment,-16539,-371,0,0,0,Laborers,2,-2,0
ID-1785,2,F,N,N,0,202500,State servant,Higher education,Married,House / apartment,-17140,-4325,0,0,0,State_servant_etc,2,-27,2
ID-1368,4,M,Y,N,0,247500,Working,Higher education,Married,Municipal apartment,-17075,-1815,0,0,1,Security staff,2,-13,2
ID-1786,4,M,N,N,1,112500,Working,Secondary / secondary special,Separated,With parents,-15390,-1615,0,0,0,Laborers,2,-30,2
ID-1787,8,M,Y,Y,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,-9220,-1473,0,0,0,Core staff,1,-24,1
ID-1788,4,F,N,Y,1,126000,Commercial associate,Secondary / secondary special,Married,House / apartment,-18140,-4119,0,0,0,Laborers,3,-36,2
ID-1789,9,F,N,Y,0,292500,Commercial associate,Higher education,Married,House / apartment,-18942,-4854,1,0,0,Sales staff,2,-53,0
ID-1790,8,F,N,Y,0,148500,Working,Secondary / secondary special,Single / not married,House / apartment,-19826,-2888,0,0,1,High skill tech staff,1,-24,2
ID-1791,1,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,-20219,-1224,0,1,1,Security staff,2,-28,2
ID-1792,2,F,N,Y,2,144000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-15874,-2958,1,1,0,Sales staff,4,-20,2
ID-1793,1,M,Y,Y,2,135000,Working,Secondary / secondary special,Married,House / apartment,-12296,-4314,0,0,0,Working_etc,4,-56,2
ID-1794,2,F,Y,Y,0,202500,Working,Higher education,Married,House / apartment,-18579,-2011,1,0,0,Working_etc,2,-39,2
ID-1795,3,F,N,N,1,162000,Working,Secondary / secondary special,Married,Municipal apartment,-15137,-2238,1,1,0,Sales staff,3,-40,1
ID-280,2,M,N,N,0,90000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20644,0,0,0,0,Retirement,1,-8,2
ID-1291,10,F,N,Y,0,148500,Pensioner,Secondary / secondary special,Married,House / apartment,-22774,0,0,0,0,Retirement,2,-46,0
ID-1796,5,M,Y,Y,0,157500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-9941,-1990,0,0,0,Drivers,2,-7,2
ID-1797,6,F,N,Y,0,288000,Working,Secondary / secondary special,Married,House / apartment,-19863,-4451,0,0,0,Working_etc,2,-43,1
ID-1798,14,F,Y,N,0,315000,Working,Secondary / secondary special,Married,House / apartment,-19441,-4064,0,0,0,Managers,2,-30,1
ID-1799,3,F,N,Y,0,225000,Working,Higher education,Single / not married,House / apartment,-15188,-1072,0,0,0,Working_etc,1,-11,1
ID-535,10,F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-18767,-1842,0,0,0,Cleaning staff,2,-29,2
ID-1800,4,M,N,N,2,360000,Working,Higher education,Married,Rented apartment,-15001,-1246,0,0,0,Core staff,4,-19,2
ID-1801,1,F,N,Y,0,121500,Working,Incomplete higher,Civil marriage,Rented apartment,-8415,-421,0,0,0,Sales staff,2,-10,2
ID-1802,8,M,Y,Y,1,234000,Working,Secondary / secondary special,Married,House / apartment,-11511,-3611,0,0,0,High skill tech staff,3,-30,1
ID-1803,1,F,N,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,-14511,-1789,0,0,1,Laborers,2,-40,2
ID-1385,6,M,Y,N,0,270000,Working,Incomplete higher,Married,House / apartment,-11955,-893,1,1,1,Laborers,2,-10,2
ID-1804,3,F,N,Y,2,157500,State servant,Secondary / secondary special,Married,House / apartment,-12242,-2047,0,0,0,Core staff,4,-35,2
ID-1353,9,M,N,Y,1,225000,Working,Higher education,Married,House / apartment,-10382,-1081,0,1,0,Sales staff,3,-13,2
ID-1805,2,F,N,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14584,-5770,0,0,0,High skill tech staff,3,-1,1
ID-1806,5,M,Y,N,1,112500,Working,Secondary / secondary special,Married,Rented apartment,-11583,-3407,1,0,0,Laborers,3,-24,1
ID-1776,7,F,N,N,0,270000,State servant,Higher education,Married,House / apartment,-11451,-2206,0,1,0,Accountants,2,-49,1
ID-1807,10,F,N,Y,0,135000,Pensioner,Higher education,Married,House / apartment,-22747,0,0,0,0,Retirement,2,-8,2
ID-1808,2,F,N,N,0,135000,Working,Secondary / secondary special,Married,Municipal apartment,-20850,-5543,0,1,0,Sales staff,2,-12,2
ID-1809,1,M,N,N,1,180000,Working,Secondary / secondary special,Married,House / apartment,-10054,-571,1,1,1,Drivers,3,-1,1
ID-1810,8,M,Y,N,1,90000,Working,Secondary / secondary special,Married,With parents,-9087,-1051,0,0,0,Laborers,3,-25,2
ID-1811,2,F,N,Y,1,157500,Working,Secondary / secondary special,Married,Municipal apartment,-11087,-473,0,0,0,Cleaning staff,3,-7,2
ID-1812,6,F,N,N,0,202500,Commercial associate,Higher education,Married,House / apartment,-11309,-2713,1,0,0,Sales staff,2,-34,2
ID-1778,9,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-21008,0,0,0,0,Retirement,2,-16,2
ID-1813,1,F,N,N,0,157500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16199,-3411,1,0,0,Private service staff,2,-51,2
ID-1814,5,F,N,Y,1,76500,Pensioner,Secondary / secondary special,Married,House / apartment,-20442,0,0,1,0,Retirement,3,-21,2
ID-1815,1,F,N,N,0,315000,State servant,Higher education,Married,House / apartment,-21247,-6648,0,0,0,Core staff,2,-9,2
ID-1816,1,F,N,Y,0,171000,Commercial associate,Secondary / secondary special,Married,House / apartment,-21475,-5643,0,0,0,Commercial_associate_etc,2,-1,1
ID-1778,9,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-21008,0,0,0,0,Retirement,2,-54,2
ID-1817,3,M,N,N,1,180000,Working,Secondary / secondary special,Married,House / apartment,-15997,-1892,1,1,0,Laborers,3,-48,2
ID-860,14,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-16965,-928,0,0,0,Accountants,2,-13,2
ID-1818,8,F,N,N,0,81000,Working,Secondary / secondary special,Civil marriage,With parents,-11978,-2780,0,1,0,Sales staff,2,-12,2
ID-1819,6,M,N,N,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,-9167,-947,0,0,0,Cooking staff,1,-2,1
ID-1820,6,F,N,N,0,112500,Commercial associate,Secondary / secondary special,Married,With parents,-16978,-821,0,0,0,Commercial_associate_etc,2,-38,2
ID-1821,9,F,Y,Y,0,216000,Working,Secondary / secondary special,Married,House / apartment,-21216,-3641,0,0,0,Managers,2,-51,2
ID-1822,1,F,N,Y,0,270000,Commercial associate,Lower secondary,Civil marriage,House / apartment,-14609,-1842,1,1,0,Sales staff,2,-25,2
ID-1823,1,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-23520,0,0,0,0,Retirement,2,-54,2
ID-1824,10,F,N,N,0,225000,Working,Secondary / secondary special,Widow,House / apartment,-20657,-5637,0,0,0,Accountants,1,-36,2
ID-1825,2,F,N,Y,1,126000,Working,Secondary / secondary special,Married,House / apartment,-17815,-932,0,0,0,Core staff,3,-27,1
ID-1826,3,M,N,N,0,157500,Working,Secondary / secondary special,Single / not married,Rented apartment,-9991,-766,1,0,0,Laborers,1,-27,2
ID-1827,6,F,Y,Y,0,540000,Commercial associate,Higher education,Married,House / apartment,-13758,-2535,0,0,1,Managers,2,-8,0
ID-1076,6,F,N,Y,0,450000,State servant,Higher education,Single / not married,House / apartment,-20142,-3093,0,1,1,Core staff,1,-26,2
ID-356,5,F,N,N,0,180000,Pensioner,Secondary / secondary special,Widow,House / apartment,-23029,0,0,0,0,Retirement,1,-6,1
ID-859,17,F,Y,Y,0,391500,Working,Secondary / secondary special,Married,House / apartment,-16995,-7264,0,0,0,Core staff,2,-48,2
ID-1828,1,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-18408,-5093,0,0,0,Drivers,2,-9,1
ID-1829,3,F,N,N,0,112500,Working,Secondary / secondary special,Married,Municipal apartment,-11688,-1162,1,0,0,Laborers,2,-43,2
ID-1385,6,M,Y,N,0,270000,Working,Incomplete higher,Married,House / apartment,-11955,-893,1,1,1,Laborers,2,-39,2
ID-1830,3,F,N,N,0,157500,Working,Secondary / secondary special,Separated,With parents,-14309,-548,1,1,0,Sales staff,1,-15,2
ID-126,5,F,Y,N,1,175500,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-11709,-4983,0,0,0,Laborers,2,-12,2
ID-1831,3,M,Y,Y,1,225000,Working,Secondary / secondary special,Married,Office apartment,-15090,-6761,0,0,0,Managers,3,-33,2
ID-465,3,M,Y,N,0,247500,Commercial associate,Higher education,Married,House / apartment,-16269,-803,1,0,0,Drivers,2,-54,2
ID-1832,7,F,N,N,1,90000,Pensioner,Secondary / secondary special,Married,House / apartment,-9861,0,0,0,0,Retirement,3,-29,2
ID-1833,3,M,Y,Y,1,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-14291,-1988,1,0,0,Laborers,3,-4,1
ID-1834,2,F,Y,Y,2,144000,Working,Secondary / secondary special,Married,House / apartment,-11777,-2744,0,1,0,Working_etc,4,-11,2
ID-1443,12,M,N,Y,0,148500,Working,Secondary / secondary special,Single / not married,House / apartment,-11819,-962,0,0,0,Laborers,1,-4,1
ID-1835,5,F,N,N,0,94500,Pensioner,Secondary / secondary special,Married,House / apartment,-21225,0,0,1,1,Retirement,2,-19,2
ID-1836,4,F,N,N,0,450000,Working,Higher education,Married,With parents,-20343,-1838,1,1,0,Working_etc,2,-17,2
ID-523,9,F,N,Y,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,-20470,-9269,0,0,0,Core staff,1,-6,2
ID-1837,1,F,Y,N,2,135000,State servant,Secondary / secondary special,Married,House / apartment,-14227,-2199,0,0,0,State_servant_etc,4,-56,2
ID-1838,3,F,Y,Y,1,135000,Working,Higher education,Married,House / apartment,-11312,-472,0,0,1,Sales staff,3,-26,0
ID-1839,7,F,N,Y,2,270000,Working,Secondary / secondary special,Married,House / apartment,-12927,-2078,1,1,1,Managers,4,-43,2
ID-1840,8,F,N,Y,1,315000,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,-18794,-1842,0,1,0,Cleaning staff,2,-35,0
ID-1841,2,M,Y,Y,1,315000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14868,-3013,1,0,1,Security staff,3,-19,1
ID-79,12,F,Y,Y,1,225000,Working,Higher education,Separated,House / apartment,-14816,-1672,0,0,0,Core staff,2,-15,1
ID-1842,1,F,Y,Y,0,180000,Working,Secondary / secondary special,Civil marriage,House / apartment,-14488,-2181,0,0,0,Drivers,2,-12,2
ID-1843,5,M,N,Y,0,157500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-22210,0,0,1,0,Retirement,2,-27,2
ID-1582,6,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20462,0,0,1,0,Retirement,1,-12,2
ID-1844,7,F,N,N,0,225000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-19488,-3119,1,0,0,Sales staff,2,-4,0
ID-1845,1,F,N,N,0,157500,Working,Secondary / secondary special,Widow,Municipal apartment,-21153,-3893,0,1,0,Working_etc,1,-45,2
ID-1846,6,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,-17915,-3366,0,0,0,Drivers,2,-41,2
ID-1847,2,M,N,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,-15627,-2315,0,0,0,Working_etc,3,-37,2
ID-1848,5,M,Y,Y,0,360000,Working,Secondary / secondary special,Married,House / apartment,-17257,-3236,0,0,0,Drivers,2,-30,1
ID-1849,2,F,Y,Y,0,180000,Working,Higher education,Single / not married,House / apartment,-16616,-5815,0,0,0,Core staff,1,-39,1
ID-1217,5,M,Y,Y,1,225000,Working,Secondary / secondary special,Married,House / apartment,-11177,-4205,0,0,0,Laborers,3,-13,2
ID-1850,14,F,Y,Y,0,202500,State servant,Higher education,Single / not married,House / apartment,-22101,-15038,0,1,0,State_servant_etc,1,-46,0
ID-770,6,F,N,N,1,225000,Working,Incomplete higher,Married,With parents,-15817,-7379,0,0,0,Accountants,3,-5,2
ID-1851,2,F,Y,Y,0,225000,State servant,Higher education,Married,House / apartment,-16643,-180,0,0,0,Medicine staff,2,-32,2
ID-725,7,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,-20074,-221,0,0,0,Medicine staff,2,-5,1
ID-1145,4,M,N,N,1,112500,Working,Secondary / secondary special,Married,House / apartment,-8843,-495,1,1,0,Laborers,3,-28,2
